类型,处理状态,危险程度,时间,事件名称,事件次数,源IP,目的IP,协议摘要,上报设备,区域,规则编号,流行程度,攻击手段,服务类型,网络接口,动作,源MAC地址,源端口,目的MAC地址,目的端口,原始报文长度,原始报文内容
灰名单,已处理,中风险,2018-11-06 11:01:14,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$C7RYL5BKV38LL8I7Y5EUCTMUU174YYLL.rpt')""""></a>"";@begin=201701;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360500000401;org_@bxm=;org_@end=201810;org_@bankcode=360500000401;@tcode=T01|T02|T03|T04|T11|T12|T13|T14|T15;startindex=0;org_@begin=201701;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$C7RYL5BKV38LL8I7Y5EUCTMUU174YYLL.rpt;@bbq=20180903;org_@tcode=|||||% HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,40192,00:00:5E:00:01:0A,80,324,JTNERDg1JTNCJTQwdGJyJTNEJUU1JTg4JTk4JUU2JUI2JTlCJTNCJTQwZW5kJTNEMjAxODEwJTNCJTQwYnhtJTNEMDMlM0JycHRpZCUzRENYX1QwNCUzQmhpZGRlbmNhbGNwYXJhbXMlM0R0cnVlJTNCJTQwZXhtJTNEMDMlM0IlNDBzdWJtaXRkYXRlJTNEMjAxODEwMDglM0IlNDB0ZWwyJTNEMDc5MC02NDQxNjcxJTNCJTQwZnpyJTNEJUU0JUI4JTgxJUU3JUJBJUEyJUU3JTg3JTk1JTNCb3JnXyU0MGV4bSUzRCVFNiU5QyU4OA==
灰名单,已处理,中风险,2018-11-06 11:01:02,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ZJQ4657USPTAS0YJ0TBDILWJ1LJDQ2KK.rpt')""""></a>"";@begin=201808;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360400000401;org_@bxm=;org_@end=201810;org_@bankcode=360400000401;@tcode=T01|T02|T03|T04;startindex=0;org_@begin=201808;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ZJQ4657USPTAS0YJ0TBDILWJ1LJDQ2KK.rpt;@bbq=20180803;org_@tcode=|||;@loginfo=;bi_calc_dont_save_result=true;_srccell=D5;@tbr=;@end=201810;@bxm=01;rptid=CX_T04;hiddencalcparams=true;@exm=01;@submitdate=201809 HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,39541,00:00:5E:00:01:0A,80,684,TVVTWE40Q05CSU5NMERVQllDSVRVVFAlMjQyJTI0WkpRNDY1N1VTUFRBUzBZSjBUQkRJTFdKMUxKRFEyS0sucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDglM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYwNDAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNCVCOCU4QSVFNiU5NyVBQyUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTAlRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjA0MDAwMDA0MDElM0IlNDB0Y29kZSUzRFQwMSU3Q1QwMiU3Q1QwMyU3Q1QwNCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA4JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRaSlE0NjU3VVNQVEFTMFlKMFRCRElMV0oxTEpEUTJLSy4=
灰名单,已处理,中风险,2018-11-06 11:00:54,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$C7RYL5BKV38LL8I7Y5EUCTMUU174YYLL.rpt')""""></a>"";@begin=201701;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360500000401;org_@bxm=;org_@end=201810;org_@bankcode=360500000401;@tcode=T01|T02|T03|T04|T11|T12|T13|T14|T15;startindex=0;org_@begin=201701;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$C7RYL5BKV38LL8I7Y5EUCTMUU174YYLL.rpt;@bbq=20180903;org_@tcode=|||||% HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,38710,00:00:5E:00:01:0A,80,324,JTNERDg0JTNCJTQwdGJyJTNEJUU1JTg4JTk4JUU2JUI2JTlCJTNCJTQwZW5kJTNEMjAxODEwJTNCJTQwYnhtJTNEMDMlM0JycHRpZCUzRENYX1QwMyUzQmhpZGRlbmNhbGNwYXJhbXMlM0R0cnVlJTNCJTQwZXhtJTNEMDMlM0IlNDBzdWJtaXRkYXRlJTNEMjAxODEwMDglM0IlNDB0ZWwyJTNEMDc5MC02NDQxNjcxJTNCJTQwZnpyJTNEJUU0JUI4JTgxJUU3JUJBJUEyJUU3JTg3JTk1JTNCb3JnXyU0MGV4bSUzRCVFNiU5QyU4OA==
灰名单,已处理,中风险,2018-11-06 11:00:46,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ZJQ4657USPTAS0YJ0TBDILWJ1LJDQ2KK.rpt')""""></a>"";@begin=201808;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360400000401;org_@bxm=;org_@end=201810;org_@bankcode=360400000401;@tcode=T01|T02|T03|T04;startindex=0;org_@begin=201808;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ZJQ4657USPTAS0YJ0TBDILWJ1LJDQ2KK.rpt;@bbq=20180803;org_@tcode=|||;@loginfo=;bi_calc_dont_save_result=true;_srccell=D4;@tbr=;@end=201810;@bxm=01;rptid=CX_T03;hiddencalcparams=true;@exm=01;@submitdate=201809 HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,38191,00:00:5E:00:01:0A,80,684,TVVTWE40Q05CSU5NMERVQllDSVRVVFAlMjQyJTI0WkpRNDY1N1VTUFRBUzBZSjBUQkRJTFdKMUxKRFEyS0sucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDglM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYwNDAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNCVCOCU4QSVFNiU5NyVBQyUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTAlRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjA0MDAwMDA0MDElM0IlNDB0Y29kZSUzRFQwMSU3Q1QwMiU3Q1QwMyU3Q1QwNCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA4JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRaSlE0NjU3VVNQVEFTMFlKMFRCRElMV0oxTEpEUTJLSy4=
灰名单,已处理,中风险,2018-11-06 11:00:29,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ZJQ4657USPTAS0YJ0TBDILWJ1LJDQ2KK.rpt')""""></a>"";@begin=201808;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360400000401;org_@bxm=;org_@end=201810;org_@bankcode=360400000401;@tcode=T01|T02|T03|T04;startindex=0;org_@begin=201808;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ZJQ4657USPTAS0YJ0TBDILWJ1LJDQ2KK.rpt;@bbq=20180803;org_@tcode=|||;@loginfo=;bi_calc_dont_save_result=true;_srccell=D3;@tbr=;@end=201810;@bxm=01;rptid=CX_T02;hiddencalcparams=true;@exm=01;@submitdate=201809 HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,37105,00:00:5E:00:01:0A,80,684,TVVTWE40Q05CSU5NMERVQllDSVRVVFAlMjQyJTI0WkpRNDY1N1VTUFRBUzBZSjBUQkRJTFdKMUxKRFEyS0sucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDglM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYwNDAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNCVCOCU4QSVFNiU5NyVBQyUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTAlRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjA0MDAwMDA0MDElM0IlNDB0Y29kZSUzRFQwMSU3Q1QwMiU3Q1QwMyU3Q1QwNCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA4JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRaSlE0NjU3VVNQVEFTMFlKMFRCRElMV0oxTEpEUTJLSy4=
灰名单,已处理,中风险,2018-11-06 11:00:28,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$C7RYL5BKV38LL8I7Y5EUCTMUU174YYLL.rpt')""""></a>"";@begin=201701;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360500000401;org_@bxm=;org_@end=201810;org_@bankcode=360500000401;@tcode=T01|T02|T03|T04|T11|T12|T13|T14|T15;startindex=0;org_@begin=201701;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$C7RYL5BKV38LL8I7Y5EUCTMUU174YYLL.rpt;@bbq=20180903;org_@tcode=|||||%7 HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,37066,00:00:5E:00:01:0A,80,320,M0REODMlM0IlNDB0YnIlM0QlRTUlODglOTglRTYlQjYlOUIlM0IlNDBlbmQlM0QyMDE4MTAlM0IlNDBieG0lM0QwMyUzQnJwdGlkJTNEQ1hfVDAyJTNCaGlkZGVuY2FsY3BhcmFtcyUzRHRydWUlM0IlNDBleG0lM0QwMyUzQiU0MHN1Ym1pdGRhdGUlM0QyMDE4MTAwOCUzQiU0MHRlbDIlM0QwNzkwLTY0NDE2NzElM0IlNDBmenIlM0QlRTQlQjglODElRTclQkElQTIlRTclODclOTUlM0JvcmdfJTQwZXhtJTNEJUU2JTlDJTg4
灰名单,已处理,中风险,2018-11-06 11:00:13,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ZJQ4657USPTAS0YJ0TBDILWJ1LJDQ2KK.rpt')""""></a>"";@begin=201808;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360400000401;org_@bxm=;org_@end=201810;org_@bankcode=360400000401;@tcode=T01|T02|T03|T04;startindex=0;org_@begin=201808;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ZJQ4657USPTAS0YJ0TBDILWJ1LJDQ2KK.rpt;@bbq=20180803;org_@tcode=|||;@loginfo=;bi_calc_dont_save_result=true;_srccell=D2;@tbr=;@end=201810;@bxm=01;rptid=CX_T01;hiddencalcparams=true;@exm=01;@submitdate=201809 HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,36268,00:00:5E:00:01:0A,80,684,TVVTWE40Q05CSU5NMERVQllDSVRVVFAlMjQyJTI0WkpRNDY1N1VTUFRBUzBZSjBUQkRJTFdKMUxKRFEyS0sucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDglM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYwNDAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNCVCOCU4QSVFNiU5NyVBQyUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTAlRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjA0MDAwMDA0MDElM0IlNDB0Y29kZSUzRFQwMSU3Q1QwMiU3Q1QwMyU3Q1QwNCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA4JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRaSlE0NjU3VVNQVEFTMFlKMFRCRElMV0oxTEpEUTJLSy4=
灰名单,已处理,中风险,2018-11-06 11:00:07,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ODLDXUMU2LPQ5IQDRK7SX6VW4UDR5UBB.rpt')""""></a>"";@begin=201701;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360700000401;org_@bxm=;org_@end=201810;org_@bankcode=360700000401;@tcode=T01|T02|T03|T04;startindex=0;org_@begin=201701;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ODLDXUMU2LPQ5IQDRK7SX6VW4UDR5UBB.rpt;@bbq=20170603;org_@tcode=|||;@loginfo=;bi_calc_dont_save_result=true;_srccell=D23;@tbr=;@end=201810;@bxm=03;rptid=CX_T02;hiddencalcparams=true;@exm=03;@submitdat HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,36086,00:00:5E:00:01:0A,80,684,aXB0JTNBX3Nob3dyZXBvcnRpbmRyaWxscGF0aCgnMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRPRExEWFVNVTJMUFE1SVFEUks3U1g2Vlc0VURSNVVCQi5ycHQnKSUyMiUyMiUzRSVFNiU5NSVCMCVFNiU4RCVBRSVFNiU5RiVBNSVFOCVBRiVBMiUzQyUyRmElM0UlMjIlM0IlNDBiZWdpbiUzRDIwMTcwMSUzQnRhc2tpZCUzRFVDVDBNTlYwVU1VU1hONENOQklOTTBEVUJZQ0lUVVRQJTNCJTQwYmFua2NvZGUlM0QzNjA3MDAwMDA0MDElM0JvcmdfJTQwYnhtJTNEJUU2JTlDJTg4JTNCb3JnXyU0MGVuZCUzRDIwMTglRTUlQjklQjQxMCVFNiU5QyU4OCUzQm9yZ18lNDBiYW5rY29kZSUzRDM2MDcwMDAwMDQwMSUzQiU0MHRjb2RlJTNEVDAxJTdDVDAyJTdDVDAzJTdDVDA0JTNCc3RhcnRpbmRleCUzRDAlM0JvcmdfJTQwYmVnaW4lM0QyMDE3JUU1JUI5JUI0MDElRTYlOUMlODglM0Jfc3JjcnB0aWQlM0QxMiUyNFVDVDBNTlYwVU1VU1hONENOQklOTTBEVUJZQ0lUVVRQJTI0MiU=
灰名单,已处理,中风险,2018-11-06 10:59:49,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ODLDXUMU2LPQ5IQDRK7SX6VW4UDR5UBB.rpt')""""></a>"";@begin=201701;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360700000401;org_@bxm=;org_@end=201810;org_@bankcode=360700000401;@tcode=T01|T02|T03|T04;startindex=0;org_@begin=201701;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$ODLDXUMU2LPQ5IQDRK7SX6VW4UDR5UBB.rpt;@bbq=20170603;org_@tcode=|||;@loginfo=;bi_calc_dont_save_result=true;_srccell=D22;@tbr=;@end=201810;@bxm=03;rptid=CX_T01;hiddencalcparams=true;@exm=03;@submitdat HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,34683,00:00:5E:00:01:0A,80,684,aXB0JTNBX3Nob3dyZXBvcnRpbmRyaWxscGF0aCgnMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRPRExEWFVNVTJMUFE1SVFEUks3U1g2Vlc0VURSNVVCQi5ycHQnKSUyMiUyMiUzRSVFNiU5NSVCMCVFNiU4RCVBRSVFNiU5RiVBNSVFOCVBRiVBMiUzQyUyRmElM0UlMjIlM0IlNDBiZWdpbiUzRDIwMTcwMSUzQnRhc2tpZCUzRFVDVDBNTlYwVU1VU1hONENOQklOTTBEVUJZQ0lUVVRQJTNCJTQwYmFua2NvZGUlM0QzNjA3MDAwMDA0MDElM0JvcmdfJTQwYnhtJTNEJUU2JTlDJTg4JTNCb3JnXyU0MGVuZCUzRDIwMTglRTUlQjklQjQxMCVFNiU5QyU4OCUzQm9yZ18lNDBiYW5rY29kZSUzRDM2MDcwMDAwMDQwMSUzQiU0MHRjb2RlJTNEVDAxJTdDVDAyJTdDVDAzJTdDVDA0JTNCc3RhcnRpbmRleCUzRDAlM0JvcmdfJTQwYmVnaW4lM0QyMDE3JUU1JUI5JUI0MDElRTYlOUMlODglM0Jfc3JjcnB0aWQlM0QxMiUyNFVDVDBNTlYwVU1VU1hONENOQklOTTBEVUJZQ0lUVVRQJTI0MiU=
灰名单,已处理,中风险,2018-11-06 10:59:36,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$CIQYURB5V3RLM8FIY5ELYEEUJ1I4UNAA.rpt')""""></a>"";@begin=201807;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360400000401;org_@bxm=;org_@end=201810;org_@bankcode=360400000401;@tcode=T01|T02|T03|T04;startindex=0;org_@begin=201807;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$CIQYURB5V3RLM8FIY5ELYEEUJ1I4UNAA.rpt;@bbq=20180703;org_@tcode=|||;@loginfo=;bi_calc_dont_save_result=true;_srccell=D4;@tbr=;@end=201810;@bxm=01;rptid=CX_T03;hiddencalcparams=true;@exm=01;@submitdate=201808 HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,33573,00:00:5E:00:01:0A,80,684,TVVTWE40Q05CSU5NMERVQllDSVRVVFAlMjQyJTI0Q0lRWVVSQjVWM1JMTThGSVk1RUxZRUVVSjFJNFVOQUEucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDclM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYwNDAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNCVCOCU4QSVFNiU5NyVBQyUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTAlRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjA0MDAwMDA0MDElM0IlNDB0Y29kZSUzRFQwMSU3Q1QwMiU3Q1QwMyU3Q1QwNCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA3JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRDSVFZVVJCNVYzUkxNOEZJWTVFTFlFRVVKMUk0VU5BQS4=
灰名单,已处理,中风险,2018-11-06 10:59:28,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$C7RYL5BKV38LL8I7Y5EUCTMUU174YYLL.rpt')""""></a>"";@begin=201701;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360500000401;org_@bxm=;org_@end=201810;org_@bankcode=360500000401;@tcode=T01|T02|T03|T04|T11|T12|T13|T14|T15;startindex=0;org_@begin=201701;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$C7RYL5BKV38LL8I7Y5EUCTMUU174YYLL.rpt;@bbq=20180903;org_@tcode=|||||% HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,32860,00:00:5E:00:01:0A,80,324,JTNERDgyJTNCJTQwdGJyJTNEJUU1JTg4JTk4JUU2JUI2JTlCJTNCJTQwZW5kJTNEMjAxODEwJTNCJTQwYnhtJTNEMDMlM0JycHRpZCUzRENYX1QwMSUzQmhpZGRlbmNhbGNwYXJhbXMlM0R0cnVlJTNCJTQwZXhtJTNEMDMlM0IlNDBzdWJtaXRkYXRlJTNEMjAxODEwMDglM0IlNDB0ZWwyJTNEMDc5MC02NDQxNjcxJTNCJTQwZnpyJTNEJUU0JUI4JTgxJUU3JUJBJUEyJUU3JTg3JTk1JTNCb3JnXyU0MGV4bSUzRCVFNiU5QyU4OA==
灰名单,已处理,中风险,2018-11-06 10:59:18,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$CIQYURB5V3RLM8FIY5ELYEEUJ1I4UNAA.rpt')""""></a>"";@begin=201807;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=360400000401;org_@bxm=;org_@end=201810;org_@bankcode=360400000401;@tcode=T01|T02|T03|T04;startindex=0;org_@begin=201807;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$CIQYURB5V3RLM8FIY5ELYEEUJ1I4UNAA.rpt;@bbq=20180703;org_@tcode=|||;@loginfo=;bi_calc_dont_save_result=true;_srccell=D3;@tbr=;@end=201810;@bxm=01;rptid=CX_T02;hiddencalcparams=true;@exm=01;@submitdate=201808 HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,31870,00:00:5E:00:01:0A,80,684,TVVTWE40Q05CSU5NMERVQllDSVRVVFAlMjQyJTI0Q0lRWVVSQjVWM1JMTThGSVk1RUxZRUVVSjFJNFVOQUEucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDclM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYwNDAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNCVCOCU4QSVFNiU5NyVBQyUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTAlRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjA0MDAwMDA0MDElM0IlNDB0Y29kZSUzRFQwMSU3Q1QwMiU3Q1QwMyU3Q1QwNCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA3JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRDSVFZVVJCNVYzUkxNOEZJWTVFTFlFRVVKMUk0VU5BQS4=
